cgpa,backlogs,certifications,aptitude,coding,communication,projects,hackathon,resume,branch,placement_readiness,company_fit
7.49,2,8,94,44,95,5,1,1,5,1,Tier 2
8.45,0,3,97,87,68,2,0,7,0,1,Tier 1
6.26,2,4,55,79,85,5,0,3,2,0,Not Eligible
6.54,1,4,98,94,82,2,1,4,3,0,Not Eligible
8.07,3,9,87,66,48,4,0,1,1,1,Tier 1
9.49,2,7,44,99,93,6,1,3,1,1,Tier 1
9.05,3,5,86,79,46,2,1,7,2,1,Tier 1
7.92,0,9,62,52,68,3,0,6,4,1,Tier 2
8.65,0,6,75,65,83,1,1,1,4,1,Tier 1
6.82,4,5,71,53,56,1,1,9,3,0,Not Eligible
8.2,4,4,63,71,48,3,0,4,2,1,Tier 1
7.33,2,4,64,50,45,0,1,7,1,1,Tier 2
5.95,4,2,84,77,83,0,1,4,2,0,Not Eligible
8.51,3,6,67,55,59,0,0,7,0,1,Tier 1
7.78,4,9,58,94,49,7,0,5,1,1,Tier 2
6.79,3,4,46,96,48,6,1,1,3,0,Not Eligible
9.56,4,6,83,61,51,0,0,4,3,1,Tier 1
5.1,4,1,97,96,72,4,0,3,1,0,Not Eligible
6.58,4,8,80,86,71,3,0,6,4,0,Not Eligible
5.28,1,7,56,55,73,1,0,6,1,0,Not Eligible
8.83,1,4,41,52,58,3,0,1,1,1,Tier 1
8.51,4,1,55,51,72,1,0,2,0,1,Tier 1
6.66,3,5,78,57,87,0,1,2,1,0,Not Eligible
8.38,2,7,57,68,55,4,1,10,5,1,Tier 1
6.98,0,6,78,57,89,2,0,4,5,0,Not Eligible
8.78,1,7,40,85,89,2,0,9,2,1,Tier 1
7.27,4,3,42,41,62,5,0,2,2,1,Tier 2
7.06,0,2,60,93,65,0,1,8,3,1,Tier 2
9.67,1,6,99,41,84,0,1,1,4,1,Tier 1
6.25,2,1,69,42,93,3,1,8,3,0,Not Eligible
5.6,3,4,50,68,83,4,1,3,0,0,Not Eligible
7.92,4,6,61,95,80,4,0,5,1,1,Tier 2
9.85,2,0,86,47,76,7,0,1,3,1,Tier 1
6.89,1,3,96,50,48,3,0,1,1,0,Not Eligible
5.31,4,1,64,51,69,4,0,6,3,0,Not Eligible
6.7,0,5,42,71,52,6,0,3,1,0,Not Eligible
7.53,3,0,69,43,87,6,1,8,3,1,Tier 2
5.81,1,6,63,48,99,4,0,4,5,0,Not Eligible
8.29,3,2,84,63,81,6,1,6,5,1,Tier 1
9.99,4,0,75,88,55,7,0,10,5,1,Tier 1
7.26,2,7,62,95,85,2,0,9,2,1,Tier 2
6.77,3,6,93,55,96,4,1,8,0,0,Not Eligible
7.0,0,1,47,56,41,6,1,4,3,0,Not Eligible
5.58,1,6,93,86,70,0,0,10,2,0,Not Eligible
9.42,0,2,43,91,99,2,1,8,4,1,Tier 1
7.07,3,8,89,97,96,0,1,7,3,1,Tier 2
6.94,2,7,78,61,90,0,1,5,1,0,Not Eligible
8.3,2,4,82,46,82,6,0,7,0,1,Tier 1
7.21,0,6,70,49,58,6,0,7,2,1,Tier 2
8.24,4,2,68,68,99,3,0,10,2,1,Tier 1
5.31,4,0,98,75,50,5,1,2,0,0,Not Eligible
9.07,2,0,75,63,53,4,1,7,3,1,Tier 1
9.7,0,1,52,95,86,4,0,3,1,1,Tier 1
8.24,0,7,80,85,64,4,0,8,4,1,Tier 1
9.77,0,0,48,53,46,4,1,8,3,1,Tier 1
5.76,3,4,94,53,54,6,0,9,0,0,Not Eligible
7.39,4,8,60,64,69,2,0,4,3,1,Tier 2
8.01,4,8,90,85,98,1,1,10,3,1,Tier 1
7.91,3,1,42,61,70,0,1,3,0,1,Tier 2
7.01,1,6,64,91,63,5,0,9,0,1,Tier 2
6.69,3,0,64,89,94,7,1,9,4,0,Not Eligible
5.63,0,2,51,86,64,5,1,2,0,0,Not Eligible
6.96,3,5,68,62,47,1,0,6,0,0,Not Eligible
5.81,0,8,50,71,69,7,1,3,0,0,Not Eligible
8.67,2,9,91,65,75,7,1,5,2,1,Tier 1
6.04,0,1,50,90,89,1,0,2,0,0,Not Eligible
5.29,4,6,88,66,53,7,1,4,0,0,Not Eligible
7.76,3,3,65,84,68,1,1,3,0,1,Tier 2
7.98,0,1,92,51,66,6,0,2,4,1,Tier 2
9.36,1,2,53,58,92,2,1,6,3,1,Tier 1
7.88,2,5,55,58,89,1,0,3,0,1,Tier 2
6.73,1,9,95,91,75,7,0,4,0,0,Not Eligible
9.02,1,8,49,73,99,7,1,6,4,1,Tier 1
7.7,1,7,70,71,73,2,0,5,3,1,Tier 2
5.4,2,9,70,68,60,6,0,4,4,0,Not Eligible
7.83,2,8,75,60,77,3,1,4,5,1,Tier 2
9.54,2,3,49,74,50,7,0,2,1,1,Tier 1
6.98,2,3,65,81,72,7,0,10,1,0,Not Eligible
6.48,1,8,59,44,54,3,1,4,1,0,Not Eligible
5.72,4,7,83,51,51,5,0,8,0,0,Not Eligible
5.76,4,1,48,46,63,3,0,5,4,0,Not Eligible
7.16,2,7,54,80,89,2,1,10,0,1,Tier 2
7.98,3,0,48,41,76,2,1,10,1,1,Tier 2
5.4,0,8,46,64,50,0,0,8,3,0,Not Eligible
9.7,3,8,65,49,95,7,0,6,3,1,Tier 1
8.78,3,7,63,77,92,1,0,10,5,1,Tier 1
7.93,3,4,51,83,58,4,1,5,4,1,Tier 2
9.14,4,4,99,45,93,4,0,4,5,1,Tier 1
5.4,0,2,59,66,40,1,1,10,3,0,Not Eligible
7.38,3,4,95,74,56,4,0,9,1,1,Tier 2
8.15,2,3,53,49,79,4,0,10,5,1,Tier 1
9.14,4,0,61,48,94,6,1,5,5,1,Tier 1
8.92,2,8,55,59,55,4,0,10,5,1,Tier 1
6.39,2,9,68,76,65,5,1,6,4,0,Not Eligible
9.7,3,3,71,74,97,7,1,7,4,1,Tier 1
5.62,2,2,58,76,82,7,0,1,1,0,Not Eligible
9.38,0,5,94,79,98,7,0,9,1,1,Tier 1
9.85,2,0,74,47,90,2,1,8,1,1,Tier 1
5.89,3,4,82,85,95,2,1,5,5,0,Not Eligible
8.61,2,6,71,95,82,2,1,3,1,1,Tier 1
5.2,4,1,94,93,54,1,0,5,4,0,Not Eligible
7.03,4,9,92,70,47,3,0,5,3,1,Tier 2
7.58,4,8,59,88,69,5,0,9,1,1,Tier 2
7.9,1,5,90,82,53,5,0,7,2,1,Tier 2
9.68,4,1,79,97,72,4,1,2,4,1,Tier 1
8.36,4,7,59,55,81,7,1,5,0,1,Tier 1
7.41,1,7,47,67,46,0,1,9,3,1,Tier 2
9.05,4,0,97,45,57,2,0,2,4,1,Tier 1
9.75,3,0,74,71,51,6,0,8,1,1,Tier 1
5.11,4,0,81,67,41,5,0,3,5,0,Not Eligible
9.91,4,3,52,50,89,5,1,4,2,1,Tier 1
5.43,1,3,80,81,68,0,1,2,0,0,Not Eligible
9.07,3,7,45,62,60,4,1,9,3,1,Tier 1
6.4,2,0,86,69,46,5,1,6,1,0,Not Eligible
5.66,0,9,55,48,91,7,0,9,4,0,Not Eligible
7.2,3,2,44,67,66,5,0,8,4,1,Tier 2
8.22,2,0,92,63,51,3,0,9,3,1,Tier 1
6.9,3,8,84,98,59,0,1,5,2,0,Not Eligible
5.27,2,9,90,67,96,6,1,6,5,0,Not Eligible
8.0,2,8,73,63,53,6,1,7,1,1,Tier 1
9.51,3,6,45,54,49,4,1,5,3,1,Tier 1
6.92,1,7,98,78,80,4,0,1,3,0,Not Eligible
6.08,3,0,72,89,62,2,0,9,4,0,Not Eligible
7.21,3,4,54,72,69,3,1,2,3,1,Tier 2
5.24,2,1,54,86,86,4,0,7,0,0,Not Eligible
9.1,0,0,53,73,97,7,1,8,0,1,Tier 1
9.13,2,2,78,61,70,3,1,8,1,1,Tier 1
7.94,4,6,44,68,91,2,1,1,3,1,Tier 2
6.77,3,0,91,73,95,7,1,10,4,0,Not Eligible
9.0,3,1,96,81,49,6,1,7,5,1,Tier 1
7.77,1,1,65,91,58,0,0,9,1,1,Tier 2
9.13,2,3,87,86,58,5,0,3,2,1,Tier 1
8.16,1,2,56,49,83,5,0,8,4,1,Tier 1
8.92,3,2,82,90,62,1,0,8,2,1,Tier 1
7.99,2,9,86,93,98,1,0,9,1,1,Tier 2
7.07,2,4,91,99,83,1,0,8,0,1,Tier 2
9.79,4,2,55,99,80,5,1,5,4,1,Tier 1
7.71,4,6,74,84,98,3,1,5,5,1,Tier 2
8.03,0,4,77,69,71,7,0,3,4,1,Tier 1
6.1,4,3,92,95,59,1,1,6,1,0,Not Eligible
8.13,2,2,62,50,43,0,1,10,4,1,Tier 1
7.86,4,3,52,93,72,4,1,3,4,1,Tier 2
5.92,0,1,72,73,87,7,0,2,1,0,Not Eligible
5.3,3,0,68,60,40,3,0,7,3,0,Not Eligible
8.02,4,2,92,98,52,5,0,10,1,1,Tier 1
8.82,2,1,85,52,42,0,1,3,4,1,Tier 1
7.62,3,0,73,93,51,6,0,4,5,1,Tier 2
6.13,2,0,73,64,68,5,0,10,5,0,Not Eligible
8.33,3,1,66,93,94,3,0,8,1,1,Tier 1
5.4,2,8,54,97,70,3,1,1,4,0,Not Eligible
7.21,4,4,98,60,80,3,0,9,2,1,Tier 2
5.82,4,8,89,40,75,2,0,6,2,0,Not Eligible
5.92,0,7,48,97,41,4,0,2,0,0,Not Eligible
6.01,3,5,65,44,61,7,1,3,1,0,Not Eligible
6.93,0,0,42,92,61,1,0,5,1,0,Not Eligible
5.26,1,9,75,61,80,2,0,6,2,0,Not Eligible
6.99,4,4,86,46,70,4,1,9,2,0,Not Eligible
7.56,3,0,44,52,91,5,0,2,2,1,Tier 2
7.42,0,6,59,84,95,1,0,5,5,1,Tier 2
6.91,0,9,59,91,84,6,0,7,5,0,Not Eligible
9.2,1,7,44,62,53,2,0,7,0,1,Tier 1
5.73,0,7,49,60,68,2,1,4,0,0,Not Eligible
7.53,2,6,55,45,74,7,1,3,3,1,Tier 2
5.31,4,1,64,59,89,0,1,8,5,0,Not Eligible
5.36,0,4,83,51,48,7,0,2,1,0,Not Eligible
7.87,0,3,64,79,86,6,0,5,0,1,Tier 2
7.83,1,4,69,48,93,6,0,10,4,1,Tier 2
9.39,2,9,53,89,71,2,0,5,1,1,Tier 1
7.79,0,8,61,67,98,3,1,1,3,1,Tier 2
9.8,4,3,82,50,95,5,0,7,2,1,Tier 1
5.24,4,7,67,91,66,6,1,4,3,0,Not Eligible
5.49,0,7,69,71,49,7,0,10,1,0,Not Eligible
5.22,2,1,58,50,64,2,0,2,2,0,Not Eligible
5.93,4,5,77,63,88,3,1,8,3,0,Not Eligible
7.71,4,4,81,95,84,4,0,4,3,1,Tier 2
8.23,2,1,59,54,72,4,0,1,1,1,Tier 1
5.23,2,9,74,80,50,7,0,8,0,0,Not Eligible
9.73,0,3,61,74,76,6,0,7,4,1,Tier 1
9.21,3,6,54,56,48,3,1,3,3,1,Tier 1
6.48,1,0,50,64,46,0,0,3,4,0,Not Eligible
5.39,3,8,93,88,46,7,1,7,5,0,Not Eligible
5.85,3,9,73,74,73,0,1,2,5,0,Not Eligible
5.63,4,0,96,58,58,4,0,5,1,0,Not Eligible
5.62,2,4,63,80,59,5,0,7,1,0,Not Eligible
7.59,4,6,45,70,89,2,1,6,0,1,Tier 2
6.23,1,7,56,56,81,7,1,10,2,0,Not Eligible
6.79,0,1,67,94,64,6,0,7,4,0,Not Eligible
9.95,1,3,89,89,44,6,0,2,3,1,Tier 1
8.42,4,1,70,62,87,4,1,7,2,1,Tier 1
9.74,4,3,75,86,68,4,0,2,5,1,Tier 1
5.71,4,5,94,40,94,7,0,7,5,0,Not Eligible
6.91,4,5,48,97,66,7,1,8,4,0,Not Eligible
7.77,3,1,49,49,64,3,0,10,4,1,Tier 2
5.38,0,3,60,47,76,0,1,8,2,0,Not Eligible
5.02,3,3,97,81,54,5,0,5,2,0,Not Eligible
8.35,4,0,73,65,93,3,1,7,0,1,Tier 1
8.21,2,1,70,73,87,4,1,8,3,1,Tier 1
7.05,3,2,68,58,43,1,1,4,3,1,Tier 2
7.45,4,4,82,53,53,2,1,2,3,1,Tier 2
7.08,4,7,82,47,95,4,1,7,5,1,Tier 2
5.12,0,5,50,90,88,7,0,1,5,0,Not Eligible
6.68,1,2,72,40,56,3,0,2,2,0,Not Eligible
5.89,3,5,97,87,60,1,1,10,0,0,Not Eligible
5.49,3,6,85,64,55,1,1,7,1,0,Not Eligible
9.78,3,5,40,63,65,4,1,10,0,1,Tier 1
8.0,4,9,60,86,48,5,1,1,5,1,Tier 1
8.64,0,5,62,59,41,0,1,7,2,1,Tier 1
6.58,4,0,96,95,82,1,0,5,0,0,Not Eligible
6.97,4,2,48,69,54,6,1,3,2,0,Not Eligible
6.18,2,6,95,44,74,7,0,2,4,0,Not Eligible
5.48,0,3,40,42,63,7,1,7,4,0,Not Eligible
5.9,3,3,60,71,87,2,1,9,1,0,Not Eligible
8.99,1,6,61,56,92,7,0,9,5,1,Tier 1
8.39,3,8,93,81,90,3,1,10,4,1,Tier 1
7.73,4,1,43,44,93,3,1,10,1,1,Tier 2
7.38,0,8,40,50,77,3,0,8,3,1,Tier 2
9.61,0,2,90,77,53,6,0,2,2,1,Tier 1
5.36,0,5,49,43,76,4,1,1,3,0,Not Eligible
6.4,2,3,54,78,76,3,0,8,3,0,Not Eligible
6.75,3,0,91,58,45,6,1,2,1,0,Not Eligible
8.91,2,8,75,78,57,3,0,4,2,1,Tier 1
9.96,1,5,68,85,61,2,1,4,1,1,Tier 1
6.2,4,7,91,88,57,6,0,2,0,0,Not Eligible
9.37,2,1,85,62,90,0,1,4,3,1,Tier 1
9.15,2,6,44,56,41,5,0,7,2,1,Tier 1
6.12,4,5,68,52,71,4,0,6,3,0,Not Eligible
7.0,0,1,86,66,56,4,1,10,0,0,Not Eligible
7.05,4,1,86,40,99,3,1,6,5,1,Tier 2
9.89,3,3,66,41,40,2,1,4,0,1,Tier 1
5.9,4,3,64,57,48,1,0,2,5,0,Not Eligible
9.0,0,2,55,75,52,6,1,5,2,1,Tier 1
6.67,4,7,55,84,75,3,1,3,2,0,Not Eligible
8.65,2,6,75,72,76,6,0,3,0,1,Tier 1
7.1,1,1,64,75,97,3,0,4,3,1,Tier 2
7.89,2,2,80,41,69,4,1,5,4,1,Tier 2
9.16,1,9,40,43,70,4,1,2,3,1,Tier 1
9.02,4,8,44,55,62,3,0,6,4,1,Tier 1
9.33,3,4,80,43,89,4,0,6,1,1,Tier 1
5.3,4,1,59,96,67,2,1,8,2,0,Not Eligible
8.46,0,2,44,48,98,1,0,2,0,1,Tier 1
5.7,4,7,75,88,49,1,0,8,1,0,Not Eligible
7.08,1,3,68,60,64,6,1,8,3,1,Tier 2
7.74,2,1,87,62,99,1,1,4,4,1,Tier 2
7.01,3,1,73,91,75,6,1,7,5,1,Tier 2
7.6,4,5,97,99,65,3,0,7,2,1,Tier 2
9.98,4,7,87,92,65,5,1,1,4,1,Tier 1
5.68,2,6,57,41,84,3,0,1,3,0,Not Eligible
8.38,3,3,41,42,52,3,0,8,3,1,Tier 1
6.98,4,1,55,62,56,2,0,1,0,0,Not Eligible
5.67,4,8,68,65,79,1,0,3,1,0,Not Eligible
5.79,1,3,72,86,43,4,1,6,2,0,Not Eligible
9.75,1,8,55,46,62,4,0,8,0,1,Tier 1
9.4,0,4,74,75,74,0,1,5,4,1,Tier 1
9.54,2,6,86,83,50,0,0,5,1,1,Tier 1
9.96,3,4,82,72,51,6,0,4,2,1,Tier 1
6.04,4,1,81,88,48,7,1,4,4,0,Not Eligible
6.78,4,5,56,75,54,5,1,7,2,0,Not Eligible
8.35,0,6,43,43,84,6,1,6,2,1,Tier 1
7.42,4,5,88,93,76,4,1,8,5,1,Tier 2
7.09,2,2,43,62,44,1,1,6,5,1,Tier 2
6.79,0,9,90,64,58,6,1,10,1,0,Not Eligible
7.97,2,7,64,80,50,3,0,7,5,1,Tier 2
7.88,0,2,72,65,48,4,1,10,4,1,Tier 2
5.81,4,4,53,67,74,5,0,10,5,0,Not Eligible
7.36,0,8,63,67,89,5,0,5,0,1,Tier 2
7.77,1,4,50,60,66,4,1,6,0,1,Tier 2
7.85,3,6,64,49,52,7,0,1,0,1,Tier 2
6.05,4,6,67,66,96,0,0,3,2,0,Not Eligible
8.71,3,4,46,90,99,7,1,8,3,1,Tier 1
5.13,4,1,88,90,51,1,1,3,1,0,Not Eligible
6.77,3,4,75,54,48,4,0,1,0,0,Not Eligible
8.9,1,6,49,93,81,3,1,3,1,1,Tier 1
7.82,3,6,88,56,67,3,1,4,5,1,Tier 2
6.31,0,3,75,78,52,2,0,8,2,0,Not Eligible
8.47,3,0,70,74,59,3,1,9,1,1,Tier 1
7.84,4,5,58,44,91,4,1,4,0,1,Tier 2
8.98,2,2,57,55,52,4,1,7,0,1,Tier 1
8.68,3,4,88,62,66,3,0,1,2,1,Tier 1
8.05,3,3,45,78,65,0,0,9,2,1,Tier 1
7.44,3,1,67,87,68,1,1,4,4,1,Tier 2
5.67,4,6,46,48,68,5,1,9,2,0,Not Eligible
6.31,3,4,77,72,61,4,1,3,3,0,Not Eligible
7.1,4,6,96,74,48,3,0,5,3,1,Tier 2
8.0,4,8,51,96,63,5,0,1,0,1,Tier 1
7.57,2,3,80,79,81,3,1,3,5,1,Tier 2
6.44,0,4,89,89,58,4,1,5,2,0,Not Eligible
5.03,4,8,73,63,77,2,0,6,3,0,Not Eligible
7.48,1,9,64,63,70,1,1,8,3,1,Tier 2
6.43,3,3,56,89,78,4,1,1,4,0,Not Eligible
8.67,1,4,92,63,54,5,0,3,5,1,Tier 1
5.12,3,4,72,58,93,3,1,1,5,0,Not Eligible
7.92,2,7,62,78,71,2,1,5,2,1,Tier 2
9.71,4,3,48,64,90,6,0,8,4,1,Tier 1
5.87,0,3,45,91,85,4,1,4,5,0,Not Eligible
7.36,4,6,41,70,87,1,0,9,5,1,Tier 2
5.46,3,4,77,98,85,2,0,6,1,0,Not Eligible
8.13,0,5,48,77,68,5,0,6,4,1,Tier 1
7.75,4,5,42,64,96,7,1,5,5,1,Tier 2
7.04,0,5,55,66,91,3,1,10,1,1,Tier 2
7.61,3,9,64,71,73,0,1,5,1,1,Tier 2
9.48,2,4,63,50,48,6,1,7,5,1,Tier 1
5.98,2,4,86,44,74,6,0,8,2,0,Not Eligible
5.11,4,8,68,83,45,1,0,7,1,0,Not Eligible
9.31,1,7,83,72,76,7,0,1,1,1,Tier 1
7.89,3,3,94,58,53,2,1,1,4,1,Tier 2
9.45,4,6,79,82,86,4,0,10,2,1,Tier 1
7.98,4,7,65,86,89,4,0,6,2,1,Tier 2
9.05,2,8,77,96,88,2,1,3,1,1,Tier 1
7.15,0,4,74,55,48,4,1,9,4,1,Tier 2
8.75,3,2,62,74,58,6,0,7,4,1,Tier 1
9.57,0,3,43,50,62,6,1,2,4,1,Tier 1
7.86,3,9,98,50,96,6,1,3,4,1,Tier 2
5.9,1,5,81,49,80,2,1,8,0,0,Not Eligible
6.34,2,9,53,73,67,1,0,1,5,0,Not Eligible
5.99,1,4,92,91,55,6,0,5,1,0,Not Eligible
6.23,4,8,95,44,65,4,0,10,1,0,Not Eligible
6.53,2,2,86,62,77,7,0,1,1,0,Not Eligible
7.78,4,1,78,94,79,1,0,9,2,1,Tier 2
7.94,1,5,46,64,64,7,0,7,2,1,Tier 2
7.13,3,6,47,68,74,3,0,5,4,1,Tier 2
8.08,4,4,81,79,93,3,0,6,5,1,Tier 1
5.41,0,0,90,52,44,3,1,3,2,0,Not Eligible
5.44,3,2,58,86,46,3,1,3,3,0,Not Eligible
5.86,3,2,41,71,62,4,0,7,1,0,Not Eligible
7.59,1,3,86,73,64,2,1,7,1,1,Tier 2
6.07,1,9,40,51,40,4,1,7,0,0,Not Eligible
6.42,2,5,81,63,61,5,0,2,0,0,Not Eligible
7.0,2,4,77,79,92,4,0,2,3,0,Not Eligible
9.06,0,0,93,60,43,1,0,5,0,1,Tier 1
5.07,3,5,52,68,97,2,1,4,5,0,Not Eligible
8.25,0,8,81,90,67,7,1,7,4,1,Tier 1
8.34,0,0,83,96,87,6,0,3,4,1,Tier 1
8.99,1,7,63,99,98,0,0,5,1,1,Tier 1
9.66,0,7,71,62,53,0,1,2,4,1,Tier 1
5.1,0,2,69,72,72,6,0,1,0,0,Not Eligible
5.77,4,8,45,47,43,2,0,9,3,0,Not Eligible
9.43,2,7,77,81,81,0,1,4,5,1,Tier 1
7.29,2,2,72,52,50,2,1,8,4,1,Tier 2
7.82,3,9,83,44,78,1,0,7,1,1,Tier 2
8.32,2,4,94,93,71,1,1,1,1,1,Tier 1
8.4,3,2,62,80,43,4,1,10,5,1,Tier 1
9.66,4,4,49,49,40,0,0,7,0,1,Tier 1
9.98,2,8,96,53,65,6,0,2,4,1,Tier 1
8.6,4,3,85,63,72,2,0,3,0,1,Tier 1
6.44,2,5,54,50,56,7,0,1,1,0,Not Eligible
9.4,2,2,99,85,66,1,0,7,3,1,Tier 1
5.25,4,2,62,42,81,4,0,3,4,0,Not Eligible
6.16,0,4,95,68,44,0,0,6,3,0,Not Eligible
9.49,0,7,75,92,46,0,1,7,5,1,Tier 1
6.28,0,7,96,87,64,0,0,3,4,0,Not Eligible
6.1,0,2,40,91,47,7,1,2,1,0,Not Eligible
5.69,2,7,47,69,73,1,0,9,4,0,Not Eligible
9.3,1,7,42,88,80,7,0,9,1,1,Tier 1
7.5,4,2,53,76,43,1,0,7,2,1,Tier 2
8.37,1,9,56,97,51,0,0,5,1,1,Tier 1
6.2,1,9,73,46,97,1,0,4,1,0,Not Eligible
8.79,3,1,86,56,70,0,0,4,5,1,Tier 1
8.8,0,9,45,59,50,3,1,1,4,1,Tier 1
6.56,2,1,44,93,76,1,0,4,3,0,Not Eligible
7.05,0,8,85,50,83,2,0,7,1,1,Tier 2
6.05,0,6,90,83,98,1,0,5,4,0,Not Eligible
9.88,1,5,80,64,92,0,1,9,1,1,Tier 1
8.23,3,6,79,98,75,2,1,4,0,1,Tier 1
9.67,0,7,68,63,84,4,0,3,0,1,Tier 1
6.52,4,0,74,41,61,2,0,6,0,0,Not Eligible
8.91,4,7,57,66,40,2,0,4,0,1,Tier 1
8.83,0,2,79,58,89,1,0,2,3,1,Tier 1
8.46,1,2,87,97,43,5,0,5,5,1,Tier 1
9.83,1,5,69,68,75,2,1,4,1,1,Tier 1
6.97,2,3,54,76,47,2,0,5,0,0,Not Eligible
5.65,3,3,92,50,64,6,1,9,4,0,Not Eligible
8.36,1,3,54,94,67,0,1,4,0,1,Tier 1
8.65,2,9,55,58,91,1,0,6,2,1,Tier 1
7.88,4,8,96,67,77,0,1,4,2,1,Tier 2
6.03,4,7,72,78,75,1,0,1,5,0,Not Eligible
7.52,4,2,49,60,75,7,1,2,3,1,Tier 2
6.56,0,0,58,65,99,4,0,6,2,0,Not Eligible
7.14,3,0,76,61,82,5,0,8,4,1,Tier 2
8.23,2,0,89,45,99,2,0,9,0,1,Tier 1
8.73,3,3,42,50,80,6,0,4,2,1,Tier 1
6.16,0,5,75,98,85,1,1,6,2,0,Not Eligible
7.03,2,3,43,53,43,2,1,3,3,1,Tier 2
6.35,2,2,50,99,52,2,1,9,2,0,Not Eligible
5.99,1,7,80,75,77,3,0,8,0,0,Not Eligible
8.92,3,7,72,99,84,7,0,1,5,1,Tier 1
9.55,3,5,67,79,64,7,1,2,5,1,Tier 1
6.85,1,8,71,80,42,0,0,10,5,0,Not Eligible
8.76,4,9,96,41,94,7,0,9,1,1,Tier 1
9.48,0,0,55,96,71,7,1,10,0,1,Tier 1
9.23,3,7,48,82,78,7,0,3,2,1,Tier 1
5.91,1,5,50,99,40,5,1,3,2,0,Not Eligible
9.78,2,0,45,59,50,6,0,10,2,1,Tier 1
6.88,1,3,98,61,41,1,0,9,3,0,Not Eligible
6.7,4,4,88,78,44,7,1,3,4,0,Not Eligible
5.31,0,6,66,43,95,4,1,10,0,0,Not Eligible
7.43,4,7,51,95,61,5,1,5,5,1,Tier 2
5.55,2,8,61,68,85,3,1,6,2,0,Not Eligible
6.24,2,5,79,85,52,0,1,3,1,0,Not Eligible
6.58,2,9,87,97,87,4,0,10,3,0,Not Eligible
9.04,2,8,76,63,62,4,1,8,4,1,Tier 1
9.38,1,3,60,40,86,2,0,2,2,1,Tier 1
6.51,2,7,72,63,70,0,0,6,5,0,Not Eligible
9.29,2,2,56,97,74,3,1,2,0,1,Tier 1
9.29,1,3,95,69,77,1,1,9,1,1,Tier 1
8.82,2,9,68,51,80,1,0,6,5,1,Tier 1
5.73,4,3,92,58,74,3,1,9,3,0,Not Eligible
8.45,4,5,79,76,84,2,1,4,0,1,Tier 1
9.73,3,8,49,97,52,2,0,3,0,1,Tier 1
8.41,4,5,57,79,93,4,0,2,3,1,Tier 1
6.66,0,0,86,82,46,7,1,8,0,0,Not Eligible
7.5,0,4,91,93,44,0,0,4,1,1,Tier 2
8.23,0,8,52,43,97,4,0,2,1,1,Tier 1
7.55,1,4,66,54,68,7,0,9,0,1,Tier 2
5.6,4,5,49,59,47,6,0,8,2,0,Not Eligible
6.56,0,2,71,83,47,6,0,5,0,0,Not Eligible
9.01,3,7,80,59,93,1,0,8,2,1,Tier 1
9.31,1,9,84,93,46,3,0,5,0,1,Tier 1
5.69,3,3,42,94,58,0,0,7,5,0,Not Eligible
9.76,4,3,61,60,78,3,0,5,4,1,Tier 1
6.64,2,4,66,49,62,0,0,5,1,0,Not Eligible
8.31,3,9,94,69,75,5,1,4,0,1,Tier 1
8.76,2,8,42,63,81,1,1,5,1,1,Tier 1
9.06,1,7,72,87,71,1,1,7,3,1,Tier 1
9.73,3,6,41,94,84,5,0,3,4,1,Tier 1
6.56,3,4,50,79,43,0,0,4,2,0,Not Eligible
9.29,1,8,85,91,69,2,0,8,3,1,Tier 1
5.66,1,8,49,79,90,0,0,6,4,0,Not Eligible
8.53,0,9,78,77,81,1,0,8,3,1,Tier 1
8.71,4,9,94,42,78,6,1,2,1,1,Tier 1
8.39,3,1,99,68,44,3,0,9,5,1,Tier 1
6.26,3,3,72,47,42,4,1,7,4,0,Not Eligible
9.37,1,7,97,68,61,3,1,5,3,1,Tier 1
5.84,1,0,46,94,67,1,1,7,2,0,Not Eligible
5.27,4,4,54,49,61,3,0,2,4,0,Not Eligible
8.59,1,7,65,44,61,2,1,4,4,1,Tier 1
7.38,2,1,50,50,73,2,0,7,3,1,Tier 2
9.25,2,1,77,43,68,6,0,2,5,1,Tier 1
6.92,2,7,66,88,82,0,1,8,0,0,Not Eligible
5.84,2,9,93,97,81,7,1,10,2,0,Not Eligible
9.18,4,8,78,74,99,3,1,10,2,1,Tier 1
7.74,3,6,46,89,94,3,0,5,3,1,Tier 2
5.95,2,7,40,79,52,1,0,5,5,0,Not Eligible
8.6,1,4,49,95,46,0,1,8,1,1,Tier 1
7.56,2,0,60,51,49,0,0,1,1,1,Tier 2
8.02,4,3,54,60,67,3,0,6,0,1,Tier 1
7.3,1,1,69,55,43,4,0,2,0,1,Tier 2
9.14,2,2,69,53,98,3,1,1,3,1,Tier 1
9.15,3,2,47,60,71,3,1,7,5,1,Tier 1
8.55,1,8,63,87,61,3,1,4,1,1,Tier 1
5.53,1,9,58,66,59,2,0,1,2,0,Not Eligible
9.19,3,3,42,75,87,5,1,10,5,1,Tier 1
8.36,1,1,94,40,59,0,0,6,1,1,Tier 1
8.49,2,2,54,40,45,5,0,10,5,1,Tier 1
6.81,1,2,75,61,48,2,0,6,3,0,Not Eligible
9.4,2,6,45,54,67,4,0,3,1,1,Tier 1
8.63,3,7,96,91,52,7,1,6,4,1,Tier 1
5.56,0,5,81,59,70,1,1,10,3,0,Not Eligible
7.04,3,3,89,42,78,6,0,9,4,1,Tier 2
9.43,2,5,87,53,89,4,1,6,5,1,Tier 1
